labels,text
"['pose', 'bugs', 'serious']",We should adopt vegetarianism because the livestock industry uses so many antibiotics that it is creating un-treatable super bugs that pose a serious risk to global health.
"['dairy', 'extremely', 'meats']","Most meats are extremely unhealthy, A vegetarian diet is likely to make people consume more fruits, vegetables and dairy and will help them lead a more healthy life style."
"['destroy', 'farm', 'grazing', 'extinction', 'biodiversity', 'local']","Farm animals destroy biodiversity by grazing on local plants, leading to the extinction for all but the most common plants. Vegetarian harvesting does not."
"['heavier', 'greasier', 'encourages', 'dishes', 'tend']","Vegetarianism encourages healthier eating when you're going out, since meat dishes tend to be greasier and heavier than vegetarian ones."
"['consumption', 'concentrations', 'hormone', 'treatments', 'antibiotic']","A lot of meat has high concentrations of hormone and antibiotic treatments that are bad for human consumption, going vegetarian prevents consumption of these harmful chemicals."
"['fuels', 'fossil', 'cultivation', 'dramatically', 'produce', 'ending']",We should adopt vegetarianism because ending livestock cultivation would dramatically reduce the amount of fossil fuels we need to produce and use.
"['deal', 'creates']",Breathing and maintaining animals for mead consumption creates huge environmental damages. Vegetarianism would reduce dramatically the amount of drinking water consumed and release a great deal of land for other uaes
"['regions', 'caused', 'deforestation', 'alleviate', 'help', 'widespread']",Vegetarianism would help to alleviate the widespread deforestation that is caused by meat production in many regions of the world.
"['increase', 'struggle', 'hospital', 'insurance', 'weight', 'wait']","People who struggle with their weight and health increase the wait time at the hospital and increase the price of insurance for everyone, making vegetarianism a public good."
"['damage', 'developing']","Demand for meat is creating an incentive in the developing world to clear ecologically important old growth forests, and by adopting vegetarianism, we can prevent further major environmental damage contributing to global climate change."
"['keep', 'general', 'dishes', 'leading']","Vegetarian dishes and plants in general keep better, leading to less food waste."
"['healthy', 'contains', 'fat', 'making']","Meat is less healthy and contains more fat than most plants, making vegetarianism more healthy."
"['scientific', 'increases', 'investment', 'innovation']",The production of plant based meat for vegetarians increases investment into scientific innovation and increases scientific jobs.
"['minimize', 'become', 'pollution', 'major', 'help']","The meat industry is a major polluter, If we all become vegetarian we will minimize pollution and help the enviorment."
"['susceptible', 'salmonella', 'diseases', 'meaning']","Meat is more likely to have diseases like salmonella or parasites, meaning vegetarians less susceptible to disease."
"['minimize', 'become', 'pollution', 'major', 'help']","The meat industry is a major polluter, If we all become vegetarian we will minimize pollution and help the enviorment."
"['considerably', 'resources', 'takes', 'water', 'raising']",Raising animals takes considerably more water and other resources than vegetarianism.
"['achievable', 'masses', 'affordable', 'support']",Vegetarianism is more affordable - by adopting it we support a more achievable way of life for the masses
"['potent', 'environmentally', 'gases', 'greenhouse']","Livestock (particularly cattle) are among the largest sources of potent greenhouse gases (methane) on the planet, and going vegetarian will be more environmentally sustainable."
"['conventional', 'omnivore', 'western', 'common', 'healthier', 'diets']",We should adopt vegetarianism because it is healthier than the conventional omnivore diets common in western countries.
"['fat', 'red', 'obesity', 'cause', 'heart', 'leading']",Adopting vegetarianism is very good for our health. Red meat and animal fat are a leading cause for obesity and heart attacks.
"['flatulence', 'breeding']","Eating animals is very bad for the environment. Animal flatulence produces methane which contributes to climate change; vegetarianism would require breeding fewer animals, which is good for the environment."
"['less', 'prune', 'deseaes', 'sick', 'earth']",Vegetarian food is less prune to deseaes and therefore we will have less sick people in earth
"['footprint', 'carbon', 'increases', 'larger', 'harvesting', 'warming']",Harvesting animals has a larger carbon footprint and increases global warming more than plants for vegetarianism.
"['facilitates', 'flu', 'avian', 'spread', 'disease']","We should adopt vegetarianism because the livestock industry facilitates the spread of disease from animals to people, such as the avian flu or SARS."
"['processes', 'made', 'genetic', 'grafting', 'available', 'effectively']","Through processes like grafting and genetic modification, effectively infinite plants can be made available for vegetarian consumption."
"['drain', 'endangers', 'impact', 'feed']",The environmental impact of raising livestock and the drain on resources used to feed animals we raise for slaughter is a waste and endangers the future of our planet.
"['lowering', 'transportation']","We should adopt vegetarianism because livestock cultivation is the only large source of emissions that could be completely cut without dramatically lowering standards of living, cf. transportation and industry."
"['arteries', 'attacks']","Vegetarianism is healthier than eating meat, which causes arteries to clog, leading to heart attacks and other diseases. Vegetarianism is also less likely to cause obesity which is very harmful."
